Mon,12,0,0,0,0,0,0,0,4,8,16,31,40,44,28,26,27,33,41,43,36,19,17,13
Tue,7,0,0,0,0,0,0,0,5,9,16,32,41,42,25,20,21,30,39,41,34,17,16,14
Wed,9,0,0,0,0,0,0,0,5,8,18,33,40,36,17,15,19,28,36,39,35,18,13,8
Thu,4,0,0,0,0,0,0,0,3,7,13,27,37,38,25,20,21,30,42,45,37,17,18,16
Fri,10,0,0,0,0,0,0,0,6,10,16,32,43,46,31,29,32,42,52,55,52,23,21,20
Sat,14,6,0,0,0,0,0,0,8,16,34,56,69,71,48,44,44,52,62,62,49,20,21,21
Sun,15,7,0,0,0,0,0,0,0,0,9,27,43,52,50,43,42,51,61,56,40,16,15,16
